chr	start	stop	transcript_id	gene_name	gene_id	pfam_exons	pfam_id	info	transcript_num	total_exons	exon_size	avg_exon_size	total_nucleotides	proportion_total	total_transcript_num	transcript_proportion	hotspot_3d_exon_num	hotspot_exon_num	gc_content
3	41236588	41236709	ENST00000645982 | ENST00000646725 | ENST00000645276 | ENST00000450969 | ENST00000645210 | ENST00000405570 | ENST00000643031 | ENST00000642992 | ENST00000642315 | ENST00000646369 | ENST00000647390 | ENST00000644867 | ENST00000643977 | ENST00000433400 | ENST00000645320 | ENST00000643541 | ENST00000396183 | ENST00000642248 | ENST00000643992 | ENST00000643297 | ENST00000396185 | ENST00000644873 | ENST00000431914 | ENST00000642426 | ENST00000441708 | ENST00000453024	CTNNB1	ENSG00000168036	0	NA	3:41236588-41236709 | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o | 3:41236588-41236709 - o	26	14	122	167.79	2349	1.11651385304225	27	0.962962962962963	0	0	0.475409836065574
3	41238016	41238076	ENST00000645982 | ENST00000646725 | ENST00000645276 | ENST00000450969 | ENST00000645210 | ENST00000405570 | ENST00000643031 | ENST00000642992 | ENST00000642315 | ENST00000646369 | ENST00000647390 | ENST00000644867 | ENST00000643977 | ENST00000433400 | ENST00000645320 | ENST00000643541 | ENST00000396183 | ENST00000642248 | ENST00000643992 | ENST00000643297 | ENST00000396185 | ENST00000644873 | ENST00000431914 | ENST00000642426 | ENST00000441708 | ENST00000453024	CTNNB1	ENSG00000168036	0	NA	3:41238016-41238076 | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o | 3:41238016-41238076 - o	26	14	61	167.79	2349	1.11651385304225	27	0.962962962962963	0	0	0.524590163934426
3	41239134	41239339	ENST00000645982 | ENST00000646725 | ENST00000645276 | ENST00000450969 | ENST00000645210 | ENST00000405570 | ENST00000643031 | ENST00000642992 | ENST00000642315 | ENST00000646369 | ENST00000647390 | ENST00000644867 | ENST00000643977 | ENST00000433400 | ENST00000645320 | ENST00000643541 | ENST00000396183 | ENST00000642248 | ENST00000643992 | ENST00000643297 | ENST00000396185 | ENST00000644873 | ENST00000431914 | ENST00000642426 | ENST00000441708 | ENST00000453024	CTNNB1	ENSG00000168036	0	NA	3:41239134-41239339 | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o | 3:41239134-41239339 - o	26	14	206	167.79	2349	1.11651385304225	27	0.962962962962963	0	0	0.558252427184466
3	41224526	41224759	ENST00000645982 | ENST00000646725 | ENST00000645276 | ENST00000450969 | ENST00000645210 | ENST00000405570 | ENST00000643031 | ENST00000642992 | ENST00000642315 | ENST00000646369 | ENST00000647390 | ENST00000644867 | ENST00000643977 | ENST00000433400 | ENST00000645320 | ENST00000643541 | ENST00000396183 | ENST00000642248 | ENST00000643992 | ENST00000643297 | ENST00000396185 | ENST00000644873 | ENST00000431914 | ENST00000642426 | ENST00000441708 | ENST00000453024	CTNNB1	ENSG00000168036	0		3:41224526-41224759 - s0 | 3:41224526-41224753 - s2 | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224526-41224753 - o | 3:41224534-41224753 - s4	26	14	234	167.79	2349	1.11651385304225	27	0.962962962962963	0	0	0.491452991452991
17	43124017	43124096	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00097	17:43124017-43124096 - o | 17:43124017-43124096 - o | 17:43124017-43124096 - o	3	22	80	254.05	5589	2.65653296068673	4	0.75	0	8	0.375
17	43115726	43115779	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00097	17:43115726-43115779 - o | 17:43115726-43115779 - o | 17:43115726-43115779 - o	3	22	54	254.05	5589	2.65653296068673	4	0.75	0	2	0.425925925925926
17	43106456	43106533	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00097	17:43106456-43106533 - o | 17:43106456-43106533 - o | 17:43106456-43106533 - o	3	22	78	254.05	5589	2.65653296068673	4	0.75	0	10	0.371794871794872
17	43091435	43094860	ENST00000471181 | ENST00000357654 | ENST00000461574	BRCA1	ENSG00000012048	2	PF12820|including entire cds for this transcript	17:43091435-43094860 - o | 17:43091435-43094860 - o | 17:43091435-43091824 - s2	3	22	3426	254.05	5589	2.65653296068673	4	0.75	0	343	0.390251021599533
17	43070928	43071238	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43070928-43071238 - o | 17:43070928-43071238 - o | 17:43070928-43071238 - o	3	22	311	254.05	5589	2.65653296068673	4	0.75	0	29	0.479099678456592
17	43067608	43067695	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43067608-43067695 - o | 17:43067608-43067695 - o | 17:43067608-43067695 - o	3	22	88	254.05	5589	2.65653296068673	4	0.75	0	11	0.352272727272727
17	43063874	43063951	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43063874-43063951 - o | 17:43063874-43063951 - o | 17:43063874-43063951 - o	3	22	78	254.05	5589	2.65653296068673	4	0.75	0	7	0.397435897435897
17	43063333	43063373	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43063333-43063373 - o | 17:43063333-43063373 - o | 17:43063333-43063373 - o	3	22	41	254.05	5589	2.65653296068673	4	0.75	0	10	0.390243902439024
17	43057052	43057135	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43057052-43057135 - o | 17:43057052-43057135 - o | 17:43057052-43057135 - o	3	22	84	254.05	5589	2.65653296068673	4	0.75	0	14	0.464285714285714
17	43051063	43051117	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43051063-43051117 - o | 17:43051063-43051117 - o | 17:43051063-43051117 - o	3	22	55	254.05	5589	2.65653296068673	4	0.75	0	6	0.527272727272727
17	43049121	43049194	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43049121-43049194 - o | 17:43049121-43049194 - o | 17:43049121-43049194 - o	3	22	74	254.05	5589	2.65653296068673	4	0.75	0	7	0.486486486486487
17	43047643	43047703	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43047643-43047703 - o | 17:43047643-43047703 - o | 17:43047643-43047703 - o	3	22	61	254.05	5589	2.65653296068673	4	0.75	0	5	0.557377049180328
17	43045681	43045802	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43045681-43045802 - o | 17:43045681-43045802 - o | 17:43045681-43045802 - o	3	22	122	254.05	5589	2.65653296068673	4	0.75	0	11	0.581967213114754
17	43104868	43104956	ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43104868-43104956 | 17:43104868-43104956 - o	2	22	89	254.05	5589	2.65653296068673	4	0.5	0	10	0.382022471910112
17	43104122	43104261	ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43104122-43104261 | 17:43104122-43104261 - o	2	22	140	254.05	5589	2.65653296068673	4	0.5	0	7	0.371428571428571
17	43099775	43099880	ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43099775-43099880 | 17:43099775-43099880 - o	2	22	106	254.05	5589	2.65653296068673	4	0.5	0	11	0.462264150943396
17	43097244	43097289	ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43097244-43097289 | 17:43097244-43097289 - o	2	22	46	254.05	5589	2.65653296068673	4	0.5	0	3	0.369565217391304
17	43095846	43095922	ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43095846-43095922 | 17:43095846-43095922 - o	2	22	77	254.05	5589	2.65653296068673	4	0.5	0	10	0.415584415584416
17	43090944	43091032	ENST00000357654 | ENST00000352993 | ENST00000461574	BRCA1	ENSG00000012048	1	NA|including entire cds for this transcript	17:43090944-43091032 | 17:43090944-43091032 - o | 17:43090944-43091032 - o	3	22	89	254.05	5589	2.65653296068673	4	0.75	0	12	0.49438202247191
17	43082404	43082575	ENST00000357654 | ENST00000352993 | ENST00000461574	BRCA1	ENSG00000012048	1	NA|including entire cds for this transcript	17:43082404-43082575 | 17:43082404-43082575 - o | 17:43082404-43082575 - o	3	22	172	254.05	5589	2.65653296068673	4	0.75	0	18	0.47093023255814
17	43076488	43076614	ENST00000357654 | ENST00000352993 | ENST00000461574	BRCA1	ENSG00000012048	1	including entire cds for this transcript	17:43076488-43076614 | 17:43076488-43076614 - o | 17:43076537-43076611 - s4	3	22	127	254.05	5589	2.65653296068673	4	0.75	0	11	0.401574803149606
17	43074331	43074521	ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43074331-43074521 | 17:43074331-43074521 - o	2	22	191	254.05	5589	2.65653296068673	4	0.5	0	18	0.465968586387435
11	119206418	119206612	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF02262	11:119206418-119206612 - o | 11:119206418-119206612 - o | 11:119206418-119206612 - o	3	16	195	169.88	2718	1.29190491807954	3	1	0	9	0.671794871794872
11	119232448	119232695	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF02262	11:119232448-119232695 - o | 11:119232448-119232695 - o | 11:119232448-119232695 - o	3	16	248	169.88	2718	1.29190491807954	3	1	0	20	0.42741935483871
11	119271735	119271881	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	2	PF02761|PF02262	11:119271735-119271881 - o | 11:119271735-119271881 - o | 11:119271735-119271881 - o	3	16	147	169.88	2718	1.29190491807954	3	1	0	20	0.442176870748299
11	119273868	119274024	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF02761	11:119273868-119274024 - o | 11:119273868-119274024 - o | 11:119273868-119274024 - o	3	16	157	169.88	2718	1.29190491807954	3	1	0	19	0.445859872611465
11	119274832	119274953	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	2	PF02762|PF02761	11:119274832-119274953 - o | 11:119274832-119274953 - o | 11:119274832-119274953 - o	3	16	122	169.88	2718	1.29190491807954	3	1	18	16	0.483606557377049
11	119275997	119276134	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF02762	11:119275997-119276134 - o | 11:119275997-119276134 - o | 11:119275997-119276134 - o	3	16	138	169.88	2718	1.29190491807954	3	1	6	12	0.478260869565217
11	119277757	119277844	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF02762	11:119277757-119277844 - o | 11:119277757-119277844 - o | 11:119277757-119277844 - o	3	16	88	169.88	2718	1.29190491807954	3	1	0	8	0.443181818181818
11	119278166	119278297	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF14447	11:119278166-119278297 - o | 11:119278166-119278297 - o | 11:119278166-119278297 - o	3	16	132	169.88	2718	1.29190491807954	3	1	12	27	0.409090909090909
11	119278510	119278713	ENST00000634586 | ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	1	PF14447	11:119278510-119278713 - o | 11:119278510-119278713 - o | 11:119278510-119278713 - o	3	16	204	169.88	2718	1.29190491807954	3	1	30	33	0.490196078431373
11	119285189	119285566	ENST00000634840 | ENST00000264033	CBL	ENSG00000110395	0	NA	11:119285189-119285566 | 11:119285189-119285566 - o	2	16	378	169.88	2718	1.29190491807954	3	0.666666666666667	0	31	0.558201058201058
