chr	start	stop	transcript_id	gene_name	gene_id	pfam_exons	pfam_id	info	transcript_num	total_exons	exon_size	avg_exon_size	total_nucleotides	proportion_total	total_transcript_num	transcript_proportion
11	108252817	108252912	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108252817-108252912 | 11:108252817-108252912 - o	2	62	96	147.87	9168	5.35917835284765	3	0.666666666666667
11	108253814	108254039	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108253814-108254039 | 11:108253814-108254039 - o	2	62	226	147.87	9168	5.35917835284765	3	0.666666666666667
11	108256215	108256340	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108256215-108256340 | 11:108256215-108256340 - o	2	62	126	147.87	9168	5.35917835284765	3	0.666666666666667
11	108257481	108257606	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108257481-108257606 | 11:108257481-108257606 - o	2	62	126	147.87	9168	5.35917835284765	3	0.666666666666667
11	108258986	108259075	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108258986-108259075 | 11:108258986-108259075 - o	2	62	90	147.87	9168	5.35917835284765	3	0.666666666666667
11	108267171	108267342	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108267171-108267342 | 11:108267171-108267342 - o	2	62	172	147.87	9168	5.35917835284765	3	0.666666666666667
11	108268410	108268609	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108268410-108268609 | 11:108268410-108268609 - o	2	62	200	147.87	9168	5.35917835284765	3	0.666666666666667
11	108271064	108271146	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108271064-108271146 | 11:108271064-108271146 - o	2	62	83	147.87	9168	5.35917835284765	3	0.666666666666667
11	108271251	108271406	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108271251-108271406 | 11:108271251-108271406 - o	2	62	156	147.87	9168	5.35917835284765	3	0.666666666666667
11	108272532	108272607	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108272532-108272607 | 11:108272532-108272607 - o	2	62	76	147.87	9168	5.35917835284765	3	0.666666666666667
11	108272722	108272852	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108272722-108272852 | 11:108272722-108272852 - o	2	62	131	147.87	9168	5.35917835284765	3	0.666666666666667
11	108279491	108279608	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108279491-108279608 | 11:108279491-108279608 - o	2	62	118	147.87	9168	5.35917835284765	3	0.666666666666667
11	108280995	108281168	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108280995-108281168 | 11:108280995-108281168 - o	2	62	174	147.87	9168	5.35917835284765	3	0.666666666666667
11	108282710	108282879	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108282710-108282879 | 11:108282710-108282879 - o	2	62	170	147.87	9168	5.35917835284765	3	0.666666666666667
11	108284227	108284473	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108284227-108284473 | 11:108284227-108284473 - o	2	62	247	147.87	9168	5.35917835284765	3	0.666666666666667
11	108287600	108287715	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108287600-108287715 | 11:108287600-108287715 - o	2	62	116	147.87	9168	5.35917835284765	3	0.666666666666667
11	108288977	108289103	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108288977-108289103 | 11:108288977-108289103 - o	2	62	127	147.87	9168	5.35917835284765	3	0.666666666666667
11	108289602	108289801	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108289602-108289801 | 11:108289602-108289801 - o	2	62	200	147.87	9168	5.35917835284765	3	0.666666666666667
11	108292619	108292793	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108292619-108292793 | 11:108292619-108292793 - o	2	62	175	147.87	9168	5.35917835284765	3	0.666666666666667
11	108293313	108293477	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108293313-108293477 | 11:108293313-108293477 - o	2	62	165	147.87	9168	5.35917835284765	3	0.666666666666667
11	108294927	108295059	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108294927-108295059 | 11:108294927-108295059 - o	2	62	133	147.87	9168	5.35917835284765	3	0.666666666666667
11	108297287	108297382	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108297287-108297382 | 11:108297287-108297382 - o	2	62	96	147.87	9168	5.35917835284765	3	0.666666666666667
11	108299714	108299885	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108299714-108299885 | 11:108299714-108299885 - o	2	62	172	147.87	9168	5.35917835284765	3	0.666666666666667
11	108301648	108301789	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108301648-108301789 | 11:108301648-108301789 - o	2	62	142	147.87	9168	5.35917835284765	3	0.666666666666667
11	108302853	108303029	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108302853-108303029 | 11:108302853-108303029 - o	2	62	177	147.87	9168	5.35917835284765	3	0.666666666666667
11	108304675	108304852	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108304675-108304852 | 11:108304675-108304852 - o	2	62	178	147.87	9168	5.35917835284765	3	0.666666666666667
11	108307897	108307984	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108307897-108307984 | 11:108307897-108307984 - o	2	62	88	147.87	9168	5.35917835284765	3	0.666666666666667
11	108310160	108310315	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108310160-108310315 | 11:108310160-108310315 - o	2	62	156	147.87	9168	5.35917835284765	3	0.666666666666667
11	108312411	108312498	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108312411-108312498 | 11:108312411-108312498 - o	2	62	88	147.87	9168	5.35917835284765	3	0.666666666666667
11	108315823	108315911	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108315823-108315911 | 11:108315823-108315911 - o	2	62	89	147.87	9168	5.35917835284765	3	0.666666666666667
11	108316011	108316113	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108316011-108316113 | 11:108316011-108316113 - o	2	62	103	147.87	9168	5.35917835284765	3	0.666666666666667
11	108331444	108331557	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108331444-108331557 | 11:108331444-108331557 - o	2	62	114	147.87	9168	5.35917835284765	3	0.666666666666667
11	108331879	108332037	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108331879-108332037 | 11:108331879-108332037 - o	2	62	159	147.87	9168	5.35917835284765	3	0.666666666666667
11	108332762	108332900	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108332762-108332900 | 11:108332762-108332900 - o	2	62	139	147.87	9168	5.35917835284765	3	0.666666666666667
11	108333886	108333968	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108333886-108333968 | 11:108333886-108333968 - o	2	62	83	147.87	9168	5.35917835284765	3	0.666666666666667
7	140834609	140834872	ENST00000644969 | ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	1	PF02196	7:140834609-140834872 - o | 7:140834609-140834872 - o | 7:140834609-140834872 - o | 7:140834609-140834872 - o	4	20	264	121.9	2438	1.42513926965997	4	1
7	140808892	140808995	ENST00000644969 | ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	1	PF02196	7:140808892-140808995 - o | 7:140808892-140808995 - o | 7:140808892-140808995 - o | 7:140808892-140808995 - o	4	20	104	121.9	2438	1.42513926965997	4	1
7	140807960	140808062	ENST00000644969 | ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	2	PF00130|PF02196	7:140807960-140808062 - o | 7:140807960-140808062 - o | 7:140807960-140808062 - o | 7:140807960-140808062 - o	4	20	103	121.9	2438	1.42513926965997	4	1
7	140801412	140801560	ENST00000644969 | ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	1	PF00130	7:140801412-140801560 - o | 7:140801412-140801560 - o | 7:140801412-140801560 - o | 7:140801412-140801560 - o	4	20	149	121.9	2438	1.42513926965997	4	1
7	140781576	140781693	ENST00000644969 | ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140781576-140781693 - o | 7:140781576-140781693 - o | 7:140781576-140781693 - o | 7:140781576-140781693 - o	4	20	118	121.9	2438	1.42513926965997	4	1
7	140777991	140778075	ENST00000644969 | ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140777991-140778075 - o | 7:140777991-140778075 - o | 7:140777991-140778075 - o | 7:140777991-140778075 - o	4	20	85	121.9	2438	1.42513926965997	4	1
7	140776912	140777088	ENST00000644969 | ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140776912-140777088 - o | 7:140776912-140777088 - o | 7:140776912-140777088 - o | 7:140776912-140777088 - o	4	20	177	121.9	2438	1.42513926965997	4	1
7	140754187	140754233	ENST00000644969 | ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140754187-140754233 - o | 7:140754187-140754233 - o | 7:140754187-140754233 - o | 7:140754187-140754233 - o	4	20	47	121.9	2438	1.42513926965997	4	1
7	140753275	140753393	ENST00000644969 | ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140753275-140753393 - o | 7:140753275-140753393 - o | 7:140753275-140753393 - o | 7:140753275-140753393 - o	4	20	119	121.9	2438	1.42513926965997	4	1
7	140749287	140749418	ENST00000644969 | ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140749287-140749418 - o | 7:140749287-140749418 - o | 7:140749287-140749418 - o | 7:140749287-140749418 - o	4	20	132	121.9	2438	1.42513926965997	4	1
7	140739812	140739946	ENST00000644969 | ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140739812-140739946 - o | 7:140739812-140739946 - o | 7:140739812-140739946 - o | 7:140739812-140739946 - o	4	20	135	121.9	2438	1.42513926965997	4	1
7	140924566	140924703	ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140924566-140924703 | 7:140924566-140924703 - o | 7:140924566-140924703 - o	3	20	138	121.9	2438	1.42513926965997	4	0.75
7	140850111	140850212	ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140850111-140850212 | 7:140850111-140850212 - o | 7:140850111-140850212 - o	3	20	102	121.9	2438	1.42513926965997	4	0.75
7	140800362	140800481	ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140800362-140800481 | 7:140800362-140800481 - o | 7:140800362-140800481 - o	3	20	120	121.9	2438	1.42513926965997	4	0.75
7	140794308	140794467	ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140794308-140794467 | 7:140794308-140794467 - o | 7:140794308-140794467 - o	3	20	160	121.9	2438	1.42513926965997	4	0.75
7	140787548	140787584	ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140787548-140787584 | 7:140787548-140787584 - o | 7:140787548-140787584 - o	3	20	37	121.9	2438	1.42513926965997	4	0.75
7	140785689	140785808	ENST00000288602	BRAF	ENSG00000157764	0	NA	7:140785689-140785808	1	20	120	121.9	2438	1.42513926965997	4	0.25
7	140783021	140783157	ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140783021-140783157 | 7:140783021-140783157 - o | 7:140783021-140783157 - o	3	20	137	121.9	2438	1.42513926965997	4	0.75
7	140734600	140734770	ENST00000644969 | ENST00000288602 | ENST00000646891 | ENST00000496384	BRAF	ENSG00000157764	3	PF07714	7:140734600-140734770 - s0 | 7:140734600-140734770 - o | 7:140734617-140734770 - s3	4	20	171	121.9	2438	1.42513926965997	4	1
7	140726497	140726516	ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140726497-140726516	1	20	20	121.9	2438	1.42513926965997	4	0.25
17	43124017	43124096	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00097	17:43124017-43124096 - o | 17:43124017-43124096 - o | 17:43124017-43124096 - o	3	22	80	254.05	5589	3.26706455214502	4	0.75
17	43115726	43115779	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00097	17:43115726-43115779 - o | 17:43115726-43115779 - o | 17:43115726-43115779 - o	3	22	54	254.05	5589	3.26706455214502	4	0.75
17	43106456	43106533	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00097	17:43106456-43106533 - o | 17:43106456-43106533 - o | 17:43106456-43106533 - o	3	22	78	254.05	5589	3.26706455214502	4	0.75
17	43091435	43094860	ENST00000471181 | ENST00000357654 | ENST00000461574	BRCA1	ENSG00000012048	1	PF12820	17:43091435-43094860 - o | 17:43091435-43094860 - o | 17:43091435-43091824 - s2	3	22	3426	254.05	5589	3.26706455214502	4	0.75
17	43070928	43071238	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43070928-43071238 - o | 17:43070928-43071238 - o | 17:43070928-43071238 - o	3	22	311	254.05	5589	3.26706455214502	4	0.75
17	43067608	43067695	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43067608-43067695 - o | 17:43067608-43067695 - o | 17:43067608-43067695 - o	3	22	88	254.05	5589	3.26706455214502	4	0.75
