chr	start	stop	transcript_id	gene_name	gene_id	protein_id	transcript_biotype	gtf	exon_length	total_exon_length	exon_num	CCDS	status	avg_GTEx_TPM	appris	GTEx
11	116837001	116837157	ENST00000236850	APOA1	ENSG00000118137	ENSP00000236850	protein_coding	1	157	801	3	CCDS8378.1	PRINCIPAL:1	42.99	1	1
11	116835811	116836411	ENST00000236850	APOA1	ENSG00000118137	ENSP00000236850	protein_coding	1	601	801	3	CCDS8378.1	PRINCIPAL:1	42.99	1	1
X	67545147	67546762	ENST00000374690	AR	ENSG00000169083	ENSP00000363822	protein_coding	1	1616	2760	8	CCDS14387.1	PRINCIPAL:1	2.61	1	1
X	67643256	67643407	ENST00000374690	AR	ENSG00000169083	ENSP00000363822	protein_coding	1	152	2760	8	CCDS14387.1	PRINCIPAL:1	2.61	1	1
X	67686010	67686126	ENST00000374690	AR	ENSG00000169083	ENSP00000363822	protein_coding	1	117	2760	8	CCDS14387.1	PRINCIPAL:1	2.61	1	1
X	67711402	67711689	ENST00000374690	AR	ENSG00000169083	ENSP00000363822	protein_coding	1	288	2760	8	CCDS14387.1	PRINCIPAL:1	2.61	1	1
X	67717478	67717622	ENST00000374690	AR	ENSG00000169083	ENSP00000363822	protein_coding	1	145	2760	8	CCDS14387.1	PRINCIPAL:1	2.61	1	1
X	67721833	67721963	ENST00000374690	AR	ENSG00000169083	ENSP00000363822	protein_coding	1	131	2760	8	CCDS14387.1	PRINCIPAL:1	2.61	1	1
X	67722827	67722984	ENST00000374690	AR	ENSG00000169083	ENSP00000363822	protein_coding	1	158	2760	8	CCDS14387.1	PRINCIPAL:1	2.61	1	1
X	67723686	67723838	ENST00000374690	AR	ENSG00000169083	ENSP00000363822	protein_coding	1	153	2760	8	CCDS14387.1	PRINCIPAL:1	2.61	1	1
11	108227625	108227696	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	72	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108227776	108227888	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	113	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108229178	108229323	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	146	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108235670	108235834	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	165	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108243953	108244118	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	166	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108244788	108245026	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	239	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108246964	108247127	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	164	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108248933	108249102	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	170	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108250701	108251072	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	372	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108251837	108252031	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	195	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108252817	108252912	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	96	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108253814	108254039	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	226	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108256215	108256340	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	126	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108257481	108257606	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	126	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108258986	108259075	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	90	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108267171	108267342	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	172	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108268410	108268609	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	200	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108271064	108271146	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	83	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108271251	108271406	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	156	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108272532	108272607	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	76	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108272722	108272852	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	131	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108279491	108279608	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	118	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108280995	108281168	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	174	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108282710	108282879	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	170	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108284227	108284473	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	247	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108287600	108287715	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	116	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108288977	108289103	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	127	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108289602	108289801	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	200	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108292619	108292793	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	175	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108293313	108293477	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	165	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108294927	108295059	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	133	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108297287	108297382	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	96	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108299714	108299885	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	172	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108301648	108301789	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	142	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108302853	108303029	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	177	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108304675	108304852	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	178	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108307897	108307984	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	88	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108310160	108310315	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	156	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108312411	108312498	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	88	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108315823	108315911	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	89	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108316011	108316113	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	103	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108317373	108317521	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	149	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108319954	108320058	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	105	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108321301	108321420	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	120	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108325310	108325544	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	235	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108326058	108326225	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	168	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108327645	108327758	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	114	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108329021	108329238	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	218	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108330214	108330421	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	208	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108331444	108331557	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	114	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108331879	108332037	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	159	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108332762	108332900	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	139	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108333886	108333968	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	83	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108334969	108335109	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	141	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108335845	108335961	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	117	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108343222	108343371	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	150	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108345743	108345908	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	166	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108347279	108347365	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	87	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108353766	108353880	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	115	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108354811	108354874	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	64	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108365082	108365218	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	137	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108365325	108365505	ENST00000675843	ATM	ENSG00000149311	ENSP00000501606	protein_coding	1	181	9168	62	CCDS31669.1	PRINCIPAL:1	NA	1	0
11	108227625	108227696	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	72	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108227776	108227888	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	113	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108229178	108229323	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	146	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108235670	108235834	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	165	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108243953	108244118	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	166	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108244788	108245026	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	239	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108246964	108247127	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	164	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108248933	108249102	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	170	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108250701	108251072	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	372	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108251837	108252031	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	195	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108252817	108252912	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	96	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108253814	108254039	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	226	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108256215	108256340	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	126	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108257481	108257606	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	126	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108258986	108259075	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	90	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108267171	108267342	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	172	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108268410	108268609	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	200	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108271064	108271146	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	83	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108271251	108271406	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	156	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108272532	108272607	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	76	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108272722	108272852	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	131	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108279491	108279608	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	118	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108280995	108281168	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	174	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108282710	108282879	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	170	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108284227	108284473	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	247	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108287600	108287715	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	116	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108288977	108289103	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	127	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108289602	108289801	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	200	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
11	108292619	108292793	ENST00000452508	ATM	ENSG00000149311	ENSP00000388058	protein_coding	1	175	9168	62	CCDS31669.1	PRINCIPAL:1	2.92	1	1
