chr	start	stop	transcript_id	gene_name	gene_id	pfam_exons	pfam_id	info	transcript_num	total_exons	exon_size	avg_exon_size	total_nucleotides	proportion_total	total_transcript_num	transcript_proportion
5	112834951	112835165	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	1	PF00514	5:112834951-112835165 - o | 5:112834951-112835165 - o	2	15	215	568.6	8529	5.15151332121307	2	1
5	112837553	112844123	ENST00000508376 | ENST00000257430	APC	ENSG00000134982	12	PF00514|PF05923|PF05924|PF05937|PF05956|PF05972|PF16629|PF16630|PF16633|PF16634|PF16635|PF16636	5:112837553-112844123 - o | 5:112837553-112844123 - o	2	15	6571	568.6	8529	5.15151332121307	2	1
11	116837345	116837387	ENST00000375320 | ENST00000375323 | ENST00000359492 | ENST00000236850	APOA1	ENSG00000118137	0	NA	11:116837345-116837387 - o | 11:116837345-116837387 - o | 11:116837345-116837387 - o | 11:116837345-116837387 - o	4	3	43	267	801	0.483803748422051	4	1
11	116837001	116837157	ENST00000375320 | ENST00000375323 | ENST00000359492 | ENST00000236850	APOA1	ENSG00000118137	0	NA	11:116837001-116837157 - o | 11:116837001-116837157 - o | 11:116837001-116837157 - o | 11:116837001-116837157 - o	4	3	157	267	801	0.483803748422051	4	1
11	116835811	116836411	ENST00000375320 | ENST00000375323 | ENST00000359492 | ENST00000236850	APOA1	ENSG00000118137	1	PF01442	11:116835811-116836411 - o | 11:116835811-116836411 - o | 11:116835811-116836411 - o | 11:116835811-116836411 - o	4	3	601	267	801	0.483803748422051	4	1
X	67545147	67546762	ENST00000374690	AR	ENSG00000169083	1	PF02166	X:67545147-67546762 - o	1	8	1616	345	2760	1.66703913313965	1	1
X	67643256	67643407	ENST00000374690	AR	ENSG00000169083	1	PF00105	X:67643256-67643407 - o	1	8	152	345	2760	1.66703913313965	1	1
X	67686010	67686126	ENST00000374690	AR	ENSG00000169083	1	PF00105	X:67686010-67686126 - o	1	8	117	345	2760	1.66703913313965	1	1
X	67711402	67711689	ENST00000374690	AR	ENSG00000169083	1	PF00104	X:67711402-67711689 - o	1	8	288	345	2760	1.66703913313965	1	1
X	67717478	67717622	ENST00000374690	AR	ENSG00000169083	1	PF00104	X:67717478-67717622 - o	1	8	145	345	2760	1.66703913313965	1	1
X	67721833	67721963	ENST00000374690	AR	ENSG00000169083	1	PF00104	X:67721833-67721963 - o	1	8	131	345	2760	1.66703913313965	1	1
X	67722827	67722984	ENST00000374690	AR	ENSG00000169083	1	PF00104	X:67722827-67722984 - o	1	8	158	345	2760	1.66703913313965	1	1
X	67723686	67723838	ENST00000374690	AR	ENSG00000169083	1	PF00104	X:67723686-67723838 - o	1	8	153	345	2760	1.66703913313965	1	1
11	108227625	108227696	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF11640	11:108227625-108227696 - o | 11:108227625-108227696 - o	2	62	72	147.87	9168	5.53746912051606	2	1
11	108227776	108227888	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF11640	11:108227776-108227888 - o | 11:108227776-108227888 - o	2	62	113	147.87	9168	5.53746912051606	2	1
11	108229178	108229323	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF11640	11:108229178-108229323 - o | 11:108229178-108229323 - o	2	62	146	147.87	9168	5.53746912051606	2	1
11	108235670	108235834	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF11640	11:108235670-108235834 - o | 11:108235670-108235834 - o	2	62	165	147.87	9168	5.53746912051606	2	1
11	108243953	108244118	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108243953-108244118 - o | 11:108243953-108244118 - o	2	62	166	147.87	9168	5.53746912051606	2	1
11	108244788	108245026	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108244788-108245026 - o | 11:108244788-108245026 - o	2	62	239	147.87	9168	5.53746912051606	2	1
11	108246964	108247127	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108246964-108247127 - o | 11:108246964-108247127 - o	2	62	164	147.87	9168	5.53746912051606	2	1
11	108248933	108249102	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108248933-108249102 - o | 11:108248933-108249102 - o	2	62	170	147.87	9168	5.53746912051606	2	1
11	108250701	108251072	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108250701-108251072 - o | 11:108250701-108251072 - o	2	62	372	147.87	9168	5.53746912051606	2	1
11	108251837	108252031	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108251837-108252031 - o | 11:108251837-108252031 - o	2	62	195	147.87	9168	5.53746912051606	2	1
11	108252817	108252912	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108252817-108252912 - o | 11:108252817-108252912 - o	2	62	96	147.87	9168	5.53746912051606	2	1
11	108253814	108254039	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108253814-108254039 - o | 11:108253814-108254039 - o	2	62	226	147.87	9168	5.53746912051606	2	1
11	108256215	108256340	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108256215-108256340 - o | 11:108256215-108256340 - o	2	62	126	147.87	9168	5.53746912051606	2	1
11	108257481	108257606	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108257481-108257606 - o | 11:108257481-108257606 - o	2	62	126	147.87	9168	5.53746912051606	2	1
11	108258986	108259075	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108258986-108259075 - o | 11:108258986-108259075 - o	2	62	90	147.87	9168	5.53746912051606	2	1
11	108267171	108267342	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108267171-108267342 - o | 11:108267171-108267342 - o	2	62	172	147.87	9168	5.53746912051606	2	1
11	108268410	108268609	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108268410-108268609 - o | 11:108268410-108268609 - o	2	62	200	147.87	9168	5.53746912051606	2	1
11	108271064	108271146	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108271064-108271146 - o | 11:108271064-108271146 - o	2	62	83	147.87	9168	5.53746912051606	2	1
11	108271251	108271406	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108271251-108271406 - o | 11:108271251-108271406 - o	2	62	156	147.87	9168	5.53746912051606	2	1
11	108272532	108272607	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108272532-108272607 - o | 11:108272532-108272607 - o	2	62	76	147.87	9168	5.53746912051606	2	1
11	108272722	108272852	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108272722-108272852 - o | 11:108272722-108272852 - o	2	62	131	147.87	9168	5.53746912051606	2	1
11	108279491	108279608	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108279491-108279608 - o | 11:108279491-108279608 - o	2	62	118	147.87	9168	5.53746912051606	2	1
11	108280995	108281168	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108280995-108281168 - o | 11:108280995-108281168 - o	2	62	174	147.87	9168	5.53746912051606	2	1
11	108282710	108282879	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108282710-108282879 - o | 11:108282710-108282879 - o	2	62	170	147.87	9168	5.53746912051606	2	1
11	108284227	108284473	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108284227-108284473 - o | 11:108284227-108284473 - o	2	62	247	147.87	9168	5.53746912051606	2	1
11	108287600	108287715	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108287600-108287715 - o | 11:108287600-108287715 - o	2	62	116	147.87	9168	5.53746912051606	2	1
11	108288977	108289103	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108288977-108289103 - o | 11:108288977-108289103 - o	2	62	127	147.87	9168	5.53746912051606	2	1
11	108289602	108289801	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108289602-108289801 - o | 11:108289602-108289801 - o	2	62	200	147.87	9168	5.53746912051606	2	1
11	108292619	108292793	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108292619-108292793 - o | 11:108292619-108292793 - o	2	62	175	147.87	9168	5.53746912051606	2	1
11	108293313	108293477	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108293313-108293477 - o | 11:108293313-108293477 - o	2	62	165	147.87	9168	5.53746912051606	2	1
11	108294927	108295059	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108294927-108295059 - o | 11:108294927-108295059 - o	2	62	133	147.87	9168	5.53746912051606	2	1
11	108297287	108297382	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108297287-108297382 - o | 11:108297287-108297382 - o	2	62	96	147.87	9168	5.53746912051606	2	1
11	108299714	108299885	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108299714-108299885 - o | 11:108299714-108299885 - o	2	62	172	147.87	9168	5.53746912051606	2	1
11	108301648	108301789	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108301648-108301789 - o | 11:108301648-108301789 - o	2	62	142	147.87	9168	5.53746912051606	2	1
11	108302853	108303029	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108302853-108303029 - o | 11:108302853-108303029 - o	2	62	177	147.87	9168	5.53746912051606	2	1
11	108304675	108304852	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108304675-108304852 - o | 11:108304675-108304852 - o	2	62	178	147.87	9168	5.53746912051606	2	1
11	108307897	108307984	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108307897-108307984 - o | 11:108307897-108307984 - o	2	62	88	147.87	9168	5.53746912051606	2	1
11	108310160	108310315	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108310160-108310315 - o | 11:108310160-108310315 - o	2	62	156	147.87	9168	5.53746912051606	2	1
11	108312411	108312498	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108312411-108312498 - o | 11:108312411-108312498 - o	2	62	88	147.87	9168	5.53746912051606	2	1
11	108315823	108315911	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108315823-108315911 - o | 11:108315823-108315911 - o	2	62	89	147.87	9168	5.53746912051606	2	1
11	108316011	108316113	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108316011-108316113 - o | 11:108316011-108316113 - o	2	62	103	147.87	9168	5.53746912051606	2	1
11	108317373	108317521	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF02259	11:108317373-108317521 - o | 11:108317373-108317521 - o	2	62	149	147.87	9168	5.53746912051606	2	1
11	108319954	108320058	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF02259	11:108319954-108320058 - o | 11:108319954-108320058 - o	2	62	105	147.87	9168	5.53746912051606	2	1
11	108321301	108321420	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF02259	11:108321301-108321420 - o | 11:108321301-108321420 - o	2	62	120	147.87	9168	5.53746912051606	2	1
11	108325310	108325544	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF02259	11:108325310-108325544 - o | 11:108325310-108325544 - o	2	62	235	147.87	9168	5.53746912051606	2	1
11	108326058	108326225	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF02259	11:108326058-108326225 - o | 11:108326058-108326225 - o	2	62	168	147.87	9168	5.53746912051606	2	1
11	108327645	108327758	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF02259	11:108327645-108327758 - o | 11:108327645-108327758 - o	2	62	114	147.87	9168	5.53746912051606	2	1
11	108329021	108329238	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF02259	11:108329021-108329238 - o | 11:108329021-108329238 - o	2	62	218	147.87	9168	5.53746912051606	2	1
11	108330214	108330421	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF02259	11:108330214-108330421 - o | 11:108330214-108330421 - o	2	62	208	147.87	9168	5.53746912051606	2	1
11	108331444	108331557	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108331444-108331557 - o | 11:108331444-108331557 - o	2	62	114	147.87	9168	5.53746912051606	2	1
11	108331879	108332037	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108331879-108332037 - o | 11:108331879-108332037 - o	2	62	159	147.87	9168	5.53746912051606	2	1
11	108332762	108332900	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108332762-108332900 - o | 11:108332762-108332900 - o	2	62	139	147.87	9168	5.53746912051606	2	1
11	108333886	108333968	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	0	NA	11:108333886-108333968 - o | 11:108333886-108333968 - o	2	62	83	147.87	9168	5.53746912051606	2	1
11	108334969	108335109	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108334969-108335109 - o | 11:108334969-108335109 - o	2	62	141	147.87	9168	5.53746912051606	2	1
11	108335845	108335961	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108335845-108335961 - o | 11:108335845-108335961 - o	2	62	117	147.87	9168	5.53746912051606	2	1
11	108343222	108343371	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108343222-108343371 - o | 11:108343222-108343371 - o	2	62	150	147.87	9168	5.53746912051606	2	1
11	108345743	108345908	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108345743-108345908 - o | 11:108345743-108345908 - o	2	62	166	147.87	9168	5.53746912051606	2	1
11	108347279	108347365	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108347279-108347365 - o | 11:108347279-108347365 - o	2	62	87	147.87	9168	5.53746912051606	2	1
11	108353766	108353880	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108353766-108353880 - o | 11:108353766-108353880 - o	2	62	115	147.87	9168	5.53746912051606	2	1
11	108354811	108354874	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108354811-108354874 - o | 11:108354811-108354874 - o	2	62	64	147.87	9168	5.53746912051606	2	1
11	108365082	108365218	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF00454	11:108365082-108365218 - o | 11:108365082-108365218 - o	2	62	137	147.87	9168	5.53746912051606	2	1
11	108365325	108365505	ENST00000452508 | ENST00000278616	ATM	ENSG00000149311	1	PF02260	11:108365325-108365505 - o | 11:108365325-108365505 - o	2	62	181	147.87	9168	5.53746912051606	2	1
7	140924566	140924703	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140924566-140924703 - o | 7:140924566-140924703 - o	2	20	138	121.9	2438	1.47255123427336	2	1
7	140850111	140850212	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140850111-140850212 - o | 7:140850111-140850212 - o	2	20	102	121.9	2438	1.47255123427336	2	1
7	140834609	140834872	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF02196	7:140834609-140834872 - o | 7:140834609-140834872 - o	2	20	264	121.9	2438	1.47255123427336	2	1
7	140808892	140808995	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF02196	7:140808892-140808995 - o | 7:140808892-140808995 - o	2	20	104	121.9	2438	1.47255123427336	2	1
7	140807960	140808062	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	2	PF00130|PF02196	7:140807960-140808062 - o | 7:140807960-140808062 - o	2	20	103	121.9	2438	1.47255123427336	2	1
7	140801412	140801560	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF00130	7:140801412-140801560 - o | 7:140801412-140801560 - o	2	20	149	121.9	2438	1.47255123427336	2	1
7	140800362	140800481	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140800362-140800481 - o | 7:140800362-140800481 - o	2	20	120	121.9	2438	1.47255123427336	2	1
7	140794308	140794467	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140794308-140794467 - o | 7:140794308-140794467 - o	2	20	160	121.9	2438	1.47255123427336	2	1
7	140787548	140787584	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140787548-140787584 - o | 7:140787548-140787584 - o	2	20	37	121.9	2438	1.47255123427336	2	1
7	140785689	140785808	ENST00000288602	BRAF	ENSG00000157764	0	NA	7:140785689-140785808 - o	1	20	120	121.9	2438	1.47255123427336	2	0.5
7	140783021	140783157	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140783021-140783157 - o | 7:140783021-140783157 - o	2	20	137	121.9	2438	1.47255123427336	2	1
7	140781576	140781693	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140781576-140781693 - o | 7:140781576-140781693 - o	2	20	118	121.9	2438	1.47255123427336	2	1
7	140777991	140778075	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140777991-140778075 - o | 7:140777991-140778075 - o	2	20	85	121.9	2438	1.47255123427336	2	1
7	140776912	140777088	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140776912-140777088 - o | 7:140776912-140777088 - o	2	20	177	121.9	2438	1.47255123427336	2	1
7	140754187	140754233	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140754187-140754233 - o | 7:140754187-140754233 - o	2	20	47	121.9	2438	1.47255123427336	2	1
7	140753275	140753393	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140753275-140753393 - o | 7:140753275-140753393 - o	2	20	119	121.9	2438	1.47255123427336	2	1
7	140749287	140749418	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140749287-140749418 - o | 7:140749287-140749418 - o	2	20	132	121.9	2438	1.47255123427336	2	1
7	140739812	140739946	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	1	PF07714	7:140739812-140739946 - o | 7:140739812-140739946 - o	2	20	135	121.9	2438	1.47255123427336	2	1
7	140734600	140734770	ENST00000288602 | ENST00000496384	BRAF	ENSG00000157764	2	PF07714	7:140734600-140734770 - o | 7:140734617-140734770 - s4	2	20	171	121.9	2438	1.47255123427336	2	1
7	140726497	140726516	ENST00000496384	BRAF	ENSG00000157764	0	NA	7:140726497-140726516	1	20	20	121.9	2438	1.47255123427336	2	0.5
17	43124017	43124096	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00097	17:43124017-43124096 - o | 17:43124017-43124096 - o | 17:43124017-43124096 - o	3	23	80	245.74	5652	3.41380622482076	4	0.75
17	43115726	43115779	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00097	17:43115726-43115779 - o | 17:43115726-43115779 - o | 17:43115726-43115779 - o	3	23	54	245.74	5652	3.41380622482076	4	0.75
17	43106456	43106533	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00097	17:43106456-43106533 - o | 17:43106456-43106533 - o | 17:43106456-43106533 - o	3	23	78	245.74	5652	3.41380622482076	4	0.75
17	43104868	43104956	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43104868-43104956 - o | 17:43104868-43104956 - o | 17:43104868-43104956 - o	3	23	89	245.74	5652	3.41380622482076	4	0.75
17	43104122	43104261	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43104122-43104261 - o | 17:43104122-43104261 - o | 17:43104122-43104261 - o	3	23	140	245.74	5652	3.41380622482076	4	0.75
17	43099775	43099880	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43099775-43099880 - o | 17:43099775-43099880 - o | 17:43099775-43099880 - o	3	23	106	245.74	5652	3.41380622482076	4	0.75
17	43097244	43097289	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43097244-43097289 - o | 17:43097244-43097289 - o | 17:43097244-43097289 - o	3	23	46	245.74	5652	3.41380622482076	4	0.75
17	43095846	43095922	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43095846-43095922 - o | 17:43095846-43095922 - o | 17:43095846-43095922 - o	3	23	77	245.74	5652	3.41380622482076	4	0.75
17	43091435	43094860	ENST00000471181 | ENST00000357654 | ENST00000461574	BRCA1	ENSG00000012048	1	PF12820	17:43091435-43094860 - o | 17:43091435-43094860 - o | 17:43091435-43091824 - s4	3	23	3426	245.74	5652	3.41380622482076	4	0.75
17	43090944	43091032	ENST00000471181 | ENST00000357654 | ENST00000352993 | ENST00000461574	BRCA1	ENSG00000012048	0	NA	17:43090944-43091032 - o | 17:43090944-43091032 - o | 17:43090944-43091032 - o | 17:43090944-43091032 - o	4	23	89	245.74	5652	3.41380622482076	4	1
17	43082404	43082575	ENST00000471181 | ENST00000357654 | ENST00000352993 | ENST00000461574	BRCA1	ENSG00000012048	0	NA	17:43082404-43082575 - o | 17:43082404-43082575 - o | 17:43082404-43082575 - o | 17:43082404-43082575 - o	4	23	172	245.74	5652	3.41380622482076	4	1
17	43079334	43079399	ENST00000471181	BRCA1	ENSG00000012048	0	NA	17:43079334-43079399 - o	1	23	66	245.74	5652	3.41380622482076	4	0.25
17	43076488	43076611	ENST00000471181 | ENST00000461574	BRCA1	ENSG00000012048	0	NA	17:43076488-43076611 - o | 17:43076537-43076611 - s4	2	23	124	245.74	5652	3.41380622482076	4	0.5
17	43074331	43074521	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	0	NA	17:43074331-43074521 - o | 17:43074331-43074521 - o | 17:43074331-43074521 - o	3	23	191	245.74	5652	3.41380622482076	4	0.75
17	43070928	43071238	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43070928-43071238 - o | 17:43070928-43071238 - o | 17:43070928-43071238 - o	3	23	311	245.74	5652	3.41380622482076	4	0.75
17	43067608	43067695	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43067608-43067695 - o | 17:43067608-43067695 - o | 17:43067608-43067695 - o	3	23	88	245.74	5652	3.41380622482076	4	0.75
17	43063874	43063951	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43063874-43063951 - o | 17:43063874-43063951 - o | 17:43063874-43063951 - o	3	23	78	245.74	5652	3.41380622482076	4	0.75
17	43063333	43063373	ENST00000471181 | ENST00000357654 | ENST00000352993	BRCA1	ENSG00000012048	1	PF00533	17:43063333-43063373 - o | 17:43063333-43063373 - o | 17:43063333-43063373 - o	3	23	41	245.74	5652	3.41380622482076	4	0.75
