chr	start	stop	transcript_id	info	transcript_num	gene_id	gene_name	total_exons	exon_size	total_space	avg_exon_size	total_nucleotides	proportion_total
16	2102061	2102256	ENST00000423118 | ENST00000262304	16:2102061-2102256 - o | 16:2102061-2102256 - o	2	ENSG00000008710	PKD1	46	196	12906	280.57	12906	6.813574355
16	2100396	2100566	ENST00000423118 | ENST00000262304	16:2100396-2100566 - o | 16:2100396-2100566 - o	2	ENSG00000008710	PKD1	46	171	12906	280.57	12906	6.813574355
16	2100166	2100309	ENST00000423118 | ENST00000262304	16:2100166-2100309 - o | 16:2100166-2100309 - o	2	ENSG00000008710	PKD1	46	144	12906	280.57	12906	6.813574355
16	2099861	2100071	ENST00000423118 | ENST00000262304	16:2099861-2100071 - o | 16:2099861-2100071 - o	2	ENSG00000008710	PKD1	46	211	12906	280.57	12906	6.813574355
16	2099644	2099770	ENST00000423118 | ENST00000262304	16:2099644-2099770 - o | 16:2099644-2099770 - o	2	ENSG00000008710	PKD1	46	127	12906	280.57	12906	6.813574355
16	2097868	2097984	ENST00000423118 | ENST00000262304	16:2097868-2097984 - o | 16:2097868-2097984 - o	2	ENSG00000008710	PKD1	46	117	12906	280.57	12906	6.813574355
16	2097728	2097777	ENST00000423118	16:2097728-2097777 - o	1	ENSG00000008710	PKD1	46	50	12906	280.57	12906	6.813574355
16	2097319	2097503	ENST00000423118 | ENST00000262304	16:2097319-2097503 - o | 16:2097319-2097503 - o	2	ENSG00000008710	PKD1	46	185	12906	280.57	12906	6.813574355
16	2097148	2097241	ENST00000423118 | ENST00000262304	16:2097148-2097241 - o | 16:2097148-2097241 - o	2	ENSG00000008710	PKD1	46	94	12906	280.57	12906	6.813574355
16	2094092	2094210	ENST00000423118 | ENST00000262304	16:2094092-2094210 - o | 16:2094092-2094210 - o	2	ENSG00000008710	PKD1	46	119	12906	280.57	12906	6.813574355
16	2093811	2094013	ENST00000423118 | ENST00000262304	16:2093811-2094013 - o | 16:2093811-2094013 - o	2	ENSG00000008710	PKD1	46	203	12906	280.57	12906	6.813574355
16	2093544	2093738	ENST00000423118 | ENST00000262304	16:2093544-2093738 - o | 16:2093544-2093738 - o	2	ENSG00000008710	PKD1	46	195	12906	280.57	12906	6.813574355
16	2092954	2093093	ENST00000423118 | ENST00000262304	16:2092954-2093093 - o | 16:2092954-2093093 - o	2	ENSG00000008710	PKD1	46	140	12906	280.57	12906	6.813574355
16	2092480	2092592	ENST00000423118 | ENST00000262304	16:2092480-2092592 - o | 16:2092480-2092592 - o	2	ENSG00000008710	PKD1	46	113	12906	280.57	12906	6.813574355
16	2092047	2092188	ENST00000423118 | ENST00000262304	16:2092047-2092188 - o | 16:2092047-2092188 - o	2	ENSG00000008710	PKD1	46	142	12906	280.57	12906	6.813574355
16	2091781	2091906	ENST00000423118 | ENST00000262304	16:2091781-2091906 - o | 16:2091781-2091906 - o	2	ENSG00000008710	PKD1	46	126	12906	280.57	12906	6.813574355
16	2091423	2091597	ENST00000423118 | ENST00000262304	16:2091423-2091597 - o | 16:2091423-2091597 - o	2	ENSG00000008710	PKD1	46	175	12906	280.57	12906	6.813574355
16	2090884	2091174	ENST00000423118 | ENST00000262304	16:2090884-2091174 - o | 16:2090884-2091174 - o	2	ENSG00000008710	PKD1	46	291	12906	280.57	12906	6.813574355
16	2090674	2090808	ENST00000423118 | ENST00000262304	16:2090674-2090808 - o | 16:2090674-2090808 - o	2	ENSG00000008710	PKD1	46	135	12906	280.57	12906	6.813574355
16	2090285	2090590	ENST00000423118 | ENST00000262304	16:2090285-2090590 - o | 16:2090285-2090590 - o	2	ENSG00000008710	PKD1	46	306	12906	280.57	12906	6.813574355
16	2089730	2090194	ENST00000423118 | ENST00000262304	16:2089730-2090194 - o | 16:2089730-2090194 - o	2	ENSG00000008710	PKD1	46	465	12906	280.57	12906	6.813574355
17	43124017	43124096	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43124017-43124096 - o | 17:43124017-43124096 - o | 17:43124017-43124096 - o	3	ENSG00000012048	BRCA1	23	80	5652	245.74	5652	2.983908434
17	43115726	43115779	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43115726-43115779 - o | 17:43115726-43115779 - o | 17:43115726-43115779 - o	3	ENSG00000012048	BRCA1	23	54	5652	245.74	5652	2.983908434
17	43106456	43106533	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43106456-43106533 - o | 17:43106456-43106533 - o | 17:43106456-43106533 - o	3	ENSG00000012048	BRCA1	23	78	5652	245.74	5652	2.983908434
17	43104868	43104956	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43104868-43104956 - o | 17:43104868-43104956 - o | 17:43104868-43104956 - o	3	ENSG00000012048	BRCA1	23	89	5652	245.74	5652	2.983908434
17	43104122	43104261	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43104122-43104261 - o | 17:43104122-43104261 - o | 17:43104122-43104261 - o	3	ENSG00000012048	BRCA1	23	140	5652	245.74	5652	2.983908434
17	43099775	43099880	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43099775-43099880 - o | 17:43099775-43099880 - o | 17:43099775-43099880 - o	3	ENSG00000012048	BRCA1	23	106	5652	245.74	5652	2.983908434
17	43097244	43097289	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43097244-43097289 - o | 17:43097244-43097289 - o | 17:43097244-43097289 - o	3	ENSG00000012048	BRCA1	23	46	5652	245.74	5652	2.983908434
17	43095846	43095922	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43095846-43095922 - o | 17:43095846-43095922 - o | 17:43095846-43095922 - o	3	ENSG00000012048	BRCA1	23	77	5652	245.74	5652	2.983908434
17	43091435	43094860	ENST00000471181 | ENST00000357654 | ENST00000461574	17:43091435-43094860 - o | 17:43091435-43094860 - o | 17:43091435-43091824 - s4	3	ENSG00000012048	BRCA1	23	3426	5652	245.74	5652	2.983908434
17	43090944	43091032	ENST00000471181 | ENST00000357654 | ENST00000352993 | ENST00000461574	17:43090944-43091032 - o | 17:43090944-43091032 - o | 17:43090944-43091032 - o | 17:43090944-43091032 - o	4	ENSG00000012048	BRCA1	23	89	5652	245.74	5652	2.983908434
17	43082404	43082575	ENST00000471181 | ENST00000357654 | ENST00000352993 | ENST00000461574	17:43082404-43082575 - o | 17:43082404-43082575 - o | 17:43082404-43082575 - o | 17:43082404-43082575 - o	4	ENSG00000012048	BRCA1	23	172	5652	245.74	5652	2.983908434
17	43079334	43079399	ENST00000471181	17:43079334-43079399 - o	1	ENSG00000012048	BRCA1	23	66	5652	245.74	5652	2.983908434
17	43076488	43076611	ENST00000471181 | ENST00000461574	17:43076488-43076611 - o | 17:43076537-43076611 - s4	2	ENSG00000012048	BRCA1	23	124	5652	245.74	5652	2.983908434
17	43074331	43074521	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43074331-43074521 - o | 17:43074331-43074521 - o | 17:43074331-43074521 - o	3	ENSG00000012048	BRCA1	23	191	5652	245.74	5652	2.983908434
17	43070928	43071238	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43070928-43071238 - o | 17:43070928-43071238 - o | 17:43070928-43071238 - o	3	ENSG00000012048	BRCA1	23	311	5652	245.74	5652	2.983908434
17	43067608	43067695	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43067608-43067695 - o | 17:43067608-43067695 - o | 17:43067608-43067695 - o	3	ENSG00000012048	BRCA1	23	88	5652	245.74	5652	2.983908434
17	43063874	43063951	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43063874-43063951 - o | 17:43063874-43063951 - o | 17:43063874-43063951 - o	3	ENSG00000012048	BRCA1	23	78	5652	245.74	5652	2.983908434
17	43063333	43063373	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43063333-43063373 - o | 17:43063333-43063373 - o | 17:43063333-43063373 - o	3	ENSG00000012048	BRCA1	23	41	5652	245.74	5652	2.983908434
17	43057052	43057135	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43057052-43057135 - o | 17:43057052-43057135 - o | 17:43057052-43057135 - o	3	ENSG00000012048	BRCA1	23	84	5652	245.74	5652	2.983908434
17	43051063	43051117	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43051063-43051117 - o | 17:43051063-43051117 - o | 17:43051063-43051117 - o	3	ENSG00000012048	BRCA1	23	55	5652	245.74	5652	2.983908434
17	43049121	43049194	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43049121-43049194 - o | 17:43049121-43049194 - o | 17:43049121-43049194 - o	3	ENSG00000012048	BRCA1	23	74	5652	245.74	5652	2.983908434
17	43047643	43047703	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43047643-43047703 - o | 17:43047643-43047703 - o | 17:43047643-43047703 - o	3	ENSG00000012048	BRCA1	23	61	5652	245.74	5652	2.983908434
17	43045681	43045802	ENST00000471181 | ENST00000357654 | ENST00000352993	17:43045681-43045802 - o | 17:43045681-43045802 - o | 17:43045681-43045802 - o	3	ENSG00000012048	BRCA1	23	122	5652	245.74	5652	2.983908434
19	45423270	45423374	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698	19:45423270-45423374 - o | 19:45423270-45423374 - o | 19:45423270-45423374 - o | 19:45423270-45423374 - o | 19:45423270-45423374 - o	5	ENSG00000012061	ERCC1	10	105	967	96.7	967	0.510516535
19	45421178	45421393	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192	19:45421178-45421393 - o | 19:45421178-45421393 - o | 19:45421178-45421393 - o | 19:45421178-45421393 - o	4	ENSG00000012061	ERCC1	10	216	967	96.7	967	0.510516535
19	45420324	45420427	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698 | ENST00000587888	19:45420324-45420427 - o | 19:45420324-45420427 - o | 19:45420324-45420427 - o | 19:45420324-45420427 - o | 19:45420324-45420427 - o | 19:45420324-45420382 - s4	6	ENSG00000012061	ERCC1	10	104	967	96.7	967	0.510516535
19	45419098	45419197	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698	19:45419098-45419197 - o | 19:45419098-45419197 - o | 19:45419098-45419197 - o | 19:45419098-45419197 - o | 19:45419098-45419197 - o	5	ENSG00000012061	ERCC1	10	100	967	96.7	967	0.510516535
19	45416821	45416897	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698	19:45416821-45416897 - o | 19:45416821-45416897 - o | 19:45416821-45416897 - o | 19:45416821-45416897 - o | 19:45416821-45416897 - o	5	ENSG00000012061	ERCC1	10	77	967	96.7	967	0.510516535
19	45414861	45414960	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698	19:45414861-45414960 - o | 19:45414861-45414960 - o | 19:45414861-45414960 - o | 19:45414861-45414960 - o | 19:45414861-45414960 - o	5	ENSG00000012061	ERCC1	10	100	967	96.7	967	0.510516535
19	45413963	45414034	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000423698	19:45413963-45414034 - o | 19:45413963-45414034 - o | 19:45413963-45414034 - o | 19:45413963-45414034 - o	4	ENSG00000012061	ERCC1	10	72	967	96.7	967	0.510516535
19	45413677	45413745	ENST00000300853 | ENST00000589165 | ENST00000340192 | ENST00000423698	19:45413677-45413745 - o | 19:45413677-45413745 - o | 19:45413677-45413745 - o | 19:45413677-45413745 - o	4	ENSG00000012061	ERCC1	10	69	967	96.7	967	0.510516535
19	45409678	45409725	ENST00000300853 | ENST00000589165 | ENST00000340192 | ENST00000423698	19:45409678-45409725 - o | 19:45409678-45409725 - o | 19:45409678-45409725 - o | 19:45409678-45409725 - o	4	ENSG00000012061	ERCC1	10	48	967	96.7	967	0.510516535
19	45419414	45419489	ENST00000587888	19:45419414-45419489	1	ENSG00000012061	ERCC1	10	76	967	96.7	967	0.510516535
10	121593709	121593817	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048 | ENST00000613324	10:121593709-121593817 - o | 10:121593709-121593817 - o | 10:121593709-121593817 - o | 10:121593709-121593817 - o | 10:121593709-121593817 - o | 10:121593709-121593817 - o | 10:121593709-121593764 - s4	7	ENSG00000066468	FGFR2	20	109	2671	133.55	2671	1.410123749
10	121565438	121565704	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613324	10:121565438-121565704 - o | 10:121565438-121565704 - o | 10:121565438-121565704 - o | 10:121565438-121565704 - o | 10:121565438-121565704 - o | 10:121565438-121565704 - o	6	ENSG00000066468	FGFR2	20	267	2671	133.55	2671	1.410123749
10	121564502	121564579	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048	10:121564502-121564579 - o | 10:121564502-121564579 - o | 10:121564502-121564579 - o | 10:121564502-121564579 - o | 10:121564502-121564579 - o | 10:121564502-121564579 - o	6	ENSG00000066468	FGFR2	20	78	2671	133.55	2671	1.410123749
10	121551290	121551459	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048	10:121551290-121551459 - o | 10:121551290-121551459 - o | 10:121551290-121551459 - o | 10:121551290-121551459 - o | 10:121551290-121551459 - o | 10:121551290-121551459 - o	6	ENSG00000066468	FGFR2	20	170	2671	133.55	2671	1.410123749
10	121538592	121538715	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048	10:121538592-121538715 - o | 10:121538592-121538715 - o | 10:121538592-121538715 - o | 10:121538592-121538715 - o | 10:121538592-121538715 - o | 10:121538592-121538715 - o	6	ENSG00000066468	FGFR2	20	124	2671	133.55	2671	1.410123749
10	121519979	121520169	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000613048	10:121519979-121520169 - o | 10:121519979-121520169 - o | 10:121519979-121520169 - o | 10:121519979-121520169 - o | 10:121519979-121520169 - o	5	ENSG00000066468	FGFR2	20	191	2671	133.55	2671	1.410123749
10	121517467	121517472	ENST00000351936	10:121517467-121517472 - o	1	ENSG00000066468	FGFR2	20	6	2671	133.55	2671	1.410123749
10	121517319	121517463	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000613048	10:121517319-121517463 - o | 10:121517319-121517463 - o | 10:121517319-121517463 - o | 10:121517319-121517463 - o	4	ENSG00000066468	FGFR2	20	145	2671	133.55	2671	1.410123749
10	121515123	121515319	ENST00000351936 | ENST00000346997	10:121515123-121515319 - o | 10:121515123-121515319 - o	2	ENSG00000066468	FGFR2	20	197	2671	133.55	2671	1.410123749
10	121503790	121503941	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048	10:121503790-121503941 - o | 10:121503790-121503941 - o | 10:121503790-121503941 - o | 10:121503790-121503941 - o | 10:121503790-121503941 - o | 10:121503790-121503941 - o	6	ENSG00000066468	FGFR2	20	152	2671	133.55	2671	1.410123749
10	121500826	121500947	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048	10:121500826-121500947 - o | 10:121500826-121500947 - o | 10:121500826-121500947 - o | 10:121500826-121500947 - o | 10:121500826-121500947 - o | 10:121500826-121500947 - o	6	ENSG00000066468	FGFR2	20	122	2671	133.55	2671	1.410123749
10	121498495	121498605	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048	10:121498495-121498605 - o | 10:121498495-121498605 - o | 10:121498495-121498605 - o | 10:121498495-121498605 - o | 10:121498495-121498605 - o | 10:121498495-121498605 - o	6	ENSG00000066468	FGFR2	20	111	2671	133.55	2671	1.410123749
10	121496532	121496722	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048	10:121496532-121496722 - o | 10:121496532-121496722 - o | 10:121496532-121496722 - o | 10:121496532-121496722 - o | 10:121496532-121496722 - o | 10:121496532-121496722 - o	6	ENSG00000066468	FGFR2	20	191	2671	133.55	2671	1.410123749
10	121487991	121488113	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048	10:121487991-121488113 - o | 10:121487991-121488113 - o | 10:121487991-121488113 - o | 10:121487991-121488113 - o | 10:121487991-121488113 - o | 10:121487991-121488113 - o	6	ENSG00000066468	FGFR2	20	123	2671	133.55	2671	1.410123749
10	121487354	121487424	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048	10:121487354-121487424 - o | 10:121487354-121487424 - o | 10:121487354-121487424 - o | 10:121487354-121487424 - o | 10:121487354-121487424 - o | 10:121487354-121487424 - o	6	ENSG00000066468	FGFR2	20	71	2671	133.55	2671	1.410123749
10	121485395	121485532	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048 | ENST00000638709	10:121485395-121485532 - o | 10:121485395-121485532 - o | 10:121485395-121485532 - o | 10:121485395-121485532 - o | 10:121485395-121485532 - o | 10:121485395-121485532 - o | 10:121485395-121485484 - s4	7	ENSG00000066468	FGFR2	20	138	2671	133.55	2671	1.410123749
10	121483698	121483803	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048 | ENST00000638709	10:121483698-121483803 - o | 10:121483698-121483803 - o | 10:121483698-121483803 - o | 10:121483698-121483803 - o | 10:121483698-121483803 - o | 10:121483698-121483803 - o | 10:121483698-121483803 - o	7	ENSG00000066468	FGFR2	20	106	2671	133.55	2671	1.410123749
10	121479860	121480021	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048	10:121479860-121480021 - o | 10:121479860-121480021 - o | 10:121479860-121480021 - o | 10:121479860-121480021 - o | 10:121479860-121480021 - o | 10:121479860-121480021 - o	6	ENSG00000066468	FGFR2	20	162	2671	133.55	2671	1.410123749
10	121518682	121518829	ENST00000457416	10:121518682-121518829	1	ENSG00000066468	FGFR2	20	148	2671	133.55	2671	1.410123749
10	121480054	121480113	ENST00000638709	10:121480054-121480113	1	ENSG00000066468	FGFR2	20	60	2671	133.55	2671	1.410123749
7	100180557	100180672	ENST00000615138 | ENST00000426455 | ENST00000317296 | ENST00000416412 | ENST00000422690	7:100180557-100180672 - o | 7:100180557-100180672 - o | 7:100180557-100180672 - o | 7:100180557-100180672 - o | 7:100180557-100180672 - o	5	ENSG00000066923	STAG3	34	116	3732	109.76	3732	1.970266503
7	100182090	100182192	ENST00000615138 | ENST00000426455 | ENST00000317296 | ENST00000416412 | ENST00000422690	7:100182090-100182192 - o | 7:100182090-100182192 - o | 7:100182090-100182192 - o | 7:100182090-100182192 - o | 7:100182090-100182192 - o	5	ENSG00000066923	STAG3	34	103	3732	109.76	3732	1.970266503
7	100182723	100182839	ENST00000615138 | ENST00000426455 | ENST00000317296 | ENST00000416412 | ENST00000422690	7:100182723-100182839 - o | 7:100182723-100182839 - o | 7:100182723-100182839 - o | 7:100182723-100182839 - o | 7:100182723-100182839 - o	5	ENSG00000066923	STAG3	34	117	3732	109.76	3732	1.970266503
7	100186200	100186296	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100186200-100186296 - o | 7:100186200-100186296 - o | 7:100186200-100186296 - o	3	ENSG00000066923	STAG3	34	97	3732	109.76	3732	1.970266503
7	100188453	100188529	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100188453-100188529 - o | 7:100188453-100188529 - o | 7:100188453-100188529 - o	3	ENSG00000066923	STAG3	34	77	3732	109.76	3732	1.970266503
7	100188812	100189016	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100188812-100189016 - o | 7:100188812-100189016 - o | 7:100188812-100189016 - o	3	ENSG00000066923	STAG3	34	205	3732	109.76	3732	1.970266503
7	100189445	100189596	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100189445-100189596 - o | 7:100189445-100189596 - o | 7:100189445-100189596 - o	3	ENSG00000066923	STAG3	34	152	3732	109.76	3732	1.970266503
7	100195309	100195382	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100195309-100195382 - o | 7:100195309-100195382 - o | 7:100195309-100195382 - o	3	ENSG00000066923	STAG3	34	74	3732	109.76	3732	1.970266503
7	100197156	100197279	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100197156-100197279 - o | 7:100197156-100197279 - o | 7:100197156-100197279 - o	3	ENSG00000066923	STAG3	34	124	3732	109.76	3732	1.970266503
7	100197778	100197876	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100197778-100197876 - o | 7:100197778-100197876 - o | 7:100197778-100197876 - o	3	ENSG00000066923	STAG3	34	99	3732	109.76	3732	1.970266503
7	100198087	100198166	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100198087-100198166 - o | 7:100198087-100198166 - o | 7:100198087-100198166 - o	3	ENSG00000066923	STAG3	34	80	3732	109.76	3732	1.970266503
7	100198475	100198582	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100198475-100198582 - o | 7:100198475-100198582 - o | 7:100198475-100198582 - o	3	ENSG00000066923	STAG3	34	108	3732	109.76	3732	1.970266503
7	100198843	100198957	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100198843-100198957 - o | 7:100198843-100198957 - o | 7:100198843-100198957 - o	3	ENSG00000066923	STAG3	34	115	3732	109.76	3732	1.970266503
7	100199262	100199367	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100199262-100199367 - o | 7:100199262-100199367 - o | 7:100199262-100199367 - o	3	ENSG00000066923	STAG3	34	106	3732	109.76	3732	1.970266503
7	100199541	100199644	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100199541-100199644 - o | 7:100199541-100199644 - o | 7:100199541-100199644 - o	3	ENSG00000066923	STAG3	34	104	3732	109.76	3732	1.970266503
7	100200236	100200328	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100200236-100200328 - o | 7:100200236-100200328 - o | 7:100200236-100200328 - o	3	ENSG00000066923	STAG3	34	93	3732	109.76	3732	1.970266503
7	100200453	100200542	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100200453-100200542 - o | 7:100200453-100200542 - o | 7:100200453-100200542 - o	3	ENSG00000066923	STAG3	34	90	3732	109.76	3732	1.970266503
7	100200769	100200969	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100200769-100200969 - o | 7:100200769-100200969 - o | 7:100200769-100200969 - o	3	ENSG00000066923	STAG3	34	201	3732	109.76	3732	1.970266503
7	100201090	100201160	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100201090-100201160 - o | 7:100201090-100201160 - o | 7:100201090-100201160 - o	3	ENSG00000066923	STAG3	34	71	3732	109.76	3732	1.970266503
7	100201264	100201351	ENST00000615138 | ENST00000426455 | ENST00000317296	7:100201264-100201351 - o | 7:100201264-100201351 - o | 7:100201264-100201351 - o	3	ENSG00000066923	STAG3	34	88	3732	109.76	3732	1.970266503
