gene_name	gene_id	transcript_id	protein_id	exon_number
APC	ENSG00000134982	ENST00000257430	ENSP00000257430	10
APC	ENSG00000134982	ENST00000257430	ENSP00000257430	11
APC	ENSG00000134982	ENST00000257430	ENSP00000257430	12
APC	ENSG00000134982	ENST00000257430	ENSP00000257430	13
APC	ENSG00000134982	ENST00000257430	ENSP00000257430	14
APC	ENSG00000134982	ENST00000257430	ENSP00000257430	15
APC	ENSG00000134982	ENST00000257430	ENSP00000257430	16
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	3
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	4
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	5
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	6
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	7
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	8
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	9
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	10
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	11
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	12
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	13
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	14
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	15
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	16
APC	ENSG00000134982	ENST00000508376	ENSP00000427089	17
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	2
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	3
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	4
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	5
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	6
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	7
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	8
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	9
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	10
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	11
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	12
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	13
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	14
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	15
APC	ENSG00000134982	ENST00000512211	ENSP00000423828	16
APC	ENSG00000134982	ENST00000502371	ENSP00000484935	1
APC	ENSG00000134982	ENST00000502371	ENSP00000484935	2
APC	ENSG00000134982	ENST00000504915	ENSP00000473355	1
APC	ENSG00000134982	ENST00000504915	ENSP00000473355	2
APC	ENSG00000134982	ENST00000504915	ENSP00000473355	3
APC	ENSG00000134982	ENST00000504915	ENSP00000473355	4
APC	ENSG00000134982	ENST00000504915	ENSP00000473355	5
APC	ENSG00000134982	ENST00000504915	ENSP00000473355	6
APC	ENSG00000134982	ENST00000504915	ENSP00000473355	7
APOA1	ENSG00000118137	ENST00000375320	ENSP00000364469	2
APOA1	ENSG00000118137	ENST00000375320	ENSP00000364469	3
APOA1	ENSG00000118137	ENST00000375320	ENSP00000364469	4
APOA1	ENSG00000118137	ENST00000359492	ENSP00000352471	2
APOA1	ENSG00000118137	ENST00000359492	ENSP00000352471	3
APOA1	ENSG00000118137	ENST00000359492	ENSP00000352471	4
APOA1	ENSG00000118137	ENST00000375329	ENSP00000364478	1
APOA1	ENSG00000118137	ENST00000375329	ENSP00000364478	2
APOA1	ENSG00000118137	ENST00000375323	ENSP00000364472	1
APOA1	ENSG00000118137	ENST00000375323	ENSP00000364472	2
APOA1	ENSG00000118137	ENST00000375323	ENSP00000364472	3
APOA1	ENSG00000118137	ENST00000236850	ENSP00000236850	2
APOA1	ENSG00000118137	ENST00000236850	ENSP00000236850	3
APOA1	ENSG00000118137	ENST00000236850	ENSP00000236850	4
AR	ENSG00000169083	ENST00000612452	ENSP00000484033	1
AR	ENSG00000169083	ENST00000612452	ENSP00000484033	2
AR	ENSG00000169083	ENST00000612452	ENSP00000484033	3
AR	ENSG00000169083	ENST00000612452	ENSP00000484033	4
AR	ENSG00000169083	ENST00000612452	ENSP00000484033	5
AR	ENSG00000169083	ENST00000612452	ENSP00000484033	6
AR	ENSG00000169083	ENST00000612452	ENSP00000484033	7
AR	ENSG00000169083	ENST00000612452	ENSP00000484033	8
AR	ENSG00000169083	ENST00000374690	ENSP00000363822	1
AR	ENSG00000169083	ENST00000374690	ENSP00000363822	2
AR	ENSG00000169083	ENST00000374690	ENSP00000363822	3
AR	ENSG00000169083	ENST00000374690	ENSP00000363822	4
AR	ENSG00000169083	ENST00000374690	ENSP00000363822	5
AR	ENSG00000169083	ENST00000374690	ENSP00000363822	6
AR	ENSG00000169083	ENST00000374690	ENSP00000363822	7
AR	ENSG00000169083	ENST00000374690	ENSP00000363822	8
AR	ENSG00000169083	ENST00000514029	ENSP00000425199	1
AR	ENSG00000169083	ENST00000514029	ENSP00000425199	2
AR	ENSG00000169083	ENST00000514029	ENSP00000425199	3
AR	ENSG00000169083	ENST00000613054	ENSP00000479013	1
AR	ENSG00000169083	ENST00000613054	ENSP00000479013	2
AR	ENSG00000169083	ENST00000504326	ENSP00000421155	1
AR	ENSG00000169083	ENST00000504326	ENSP00000421155	2
AR	ENSG00000169083	ENST00000504326	ENSP00000421155	3
AR	ENSG00000169083	ENST00000504326	ENSP00000421155	4
AR	ENSG00000169083	ENST00000396044	ENSP00000379359	1
AR	ENSG00000169083	ENST00000396044	ENSP00000379359	2
AR	ENSG00000169083	ENST00000396044	ENSP00000379359	3
AR	ENSG00000169083	ENST00000396044	ENSP00000379359	4
AR	ENSG00000169083	ENST00000396044	ENSP00000379359	5
AR	ENSG00000169083	ENST00000396043	ENSP00000379358	1
AR	ENSG00000169083	ENST00000396043	ENSP00000379358	2
AR	ENSG00000169083	ENST00000396043	ENSP00000379358	3
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	2
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	3
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	4
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	5
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	6
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	7
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	8
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	9
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	10
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	11
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	12
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	13
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	14
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	15
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	16
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	17
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	18
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	19
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	20
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	21
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	22
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	23
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	24
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	25
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	26
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	27
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	28
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	29
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	30
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	31
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	32
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	33
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	34
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	35
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	36
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	37
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	38
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	39
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	40
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	41
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	42
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	43
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	44
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	45
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	46
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	47
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	48
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	49
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	50
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	51
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	52
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	53
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	54
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	55
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	56
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	57
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	58
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	59
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	60
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	61
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	62
ATM	ENSG00000149311	ENST00000278616	ENSP00000278616	63
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	2
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	3
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	4
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	5
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	6
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	7
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	8
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	9
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	10
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	11
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	12
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	13
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	14
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	15
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	16
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	17
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	18
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	19
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	20
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	21
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	22
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	23
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	24
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	25
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	26
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	27
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	28
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	29
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	30
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	31
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	32
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	33
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	34
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	35
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	36
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	37
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	38
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	39
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	40
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	41
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	42
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	43
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	44
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	45
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	46
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	47
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	48
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	49
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	50
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	51
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	52
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	53
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	54
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	55
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	56
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	57
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	58
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	59
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	60
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	61
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	62
ATM	ENSG00000149311	ENST00000675843	ENSP00000501606	63
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	2
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	3
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	4
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	5
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	6
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	7
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	8
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	9
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	10
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	11
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	12
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	13
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	14
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	15
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	16
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	17
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	18
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	19
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	20
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	21
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	22
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	23
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	24
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	25
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	26
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	27
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	28
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	29
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	30
ATM	ENSG00000149311	ENST00000527805	ENSP00000435747	31
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	2
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	3
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	4
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	5
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	6
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	7
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	8
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	9
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	10
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	11
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	12
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	13
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	14
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	15
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	16
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	17
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	18
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	19
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	20
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	21
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	22
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	23
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	24
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	25
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	26
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	27
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	28
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	29
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	30
ATM	ENSG00000149311	ENST00000675595	ENSP00000502563	31
ATM	ENSG00000149311	ENST00000532931	ENSP00000432318	3
ATM	ENSG00000149311	ENST00000532931	ENSP00000432318	4
ATM	ENSG00000149311	ENST00000532931	ENSP00000432318	5
ATM	ENSG00000149311	ENST00000530958	ENSP00000483338	1
ATM	ENSG00000149311	ENST00000530958	ENSP00000483338	2
ATM	ENSG00000149311	ENST00000530958	ENSP00000483338	3
ATM	ENSG00000149311	ENST00000530958	ENSP00000483338	4
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	3
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	4
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	5
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	6
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	7
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	8
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	9
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	10
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	11
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	12
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	13
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	14
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	15
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	16
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	17
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	18
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	19
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	20
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	21
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	22
ATM	ENSG00000149311	ENST00000452508	ENSP00000388058	23
